,container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country
1085,Author,['basics'],iAWMsgEAAAAJ,AUTHOR_PROFILE_PAGE,Professor Zi (Helen) Huang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iAWMsgEAAAAJ&citpid=1,University of Queensland,"['Multimedia Search', 'Social Media Analysis', 'Database']",@itee.uq.edu.au,http://staff.itee.uq.edu.au/huang/,13024,4421042226419422309,University of Queensland,Australia
1086,Author,['basics'],IIoFY90AAAAJ,AUTHOR_PROFILE_PAGE,Zhou Zhao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IIoFY90AAAAJ&citpid=3,Zhejiang University,"['Machine Learning', 'Data Mining', 'Multimedia Computing']",@zju.edu.cn,http://mypage.zju.edu.cn/zhaozhou,11510,1118375729466322660,Zhejiang University,China
1087,Author,['basics'],puXkf6QAAAAJ,AUTHOR_PROFILE_PAGE,René van Oostrum,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=puXkf6QAAAAJ&citpid=2,AMD,"['Computational Geometry', 'High Performance Computing', 'Software Engineering']",@59bits.nl,http://nl.linkedin.com/in/rvanoostrum,1311,,,
1088,Author,['basics'],stFCYOAAAAAJ,AUTHOR_PROFILE_PAGE,Nicu Sebe,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=stFCYOAAAAAJ&citpid=4,University of Trento,"['computer vision', 'multimedia']",@unitn.it,http://disi.unitn.it/~sebe,38937,17412445448750555742,University of Trento,Italy
1089,Author,['basics'],_gLa3O0AAAAJ,AUTHOR_PROFILE_PAGE,Nong Xiao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_gLa3O0AAAAJ&citpid=2,"The State Key Laboratory of High Performance Computing,National University of Defense Technology","['Storage', 'Network computing', 'Architecture']",@nudt.edu.cn,,2013,11392428487615116099,"National University of Defense Technology, China",China
1090,Author,['basics'],NmaU6U0AAAAJ,AUTHOR_PROFILE_PAGE,Lei Shi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NmaU6U0AAAAJ&citpid=3,"Professor, School of Computer Science and Engineering, Beihang University","['Big Data', 'Visual Analytics', 'Data Mining', 'Network Science']",@buaa.edu.cn,https://leishidata.com/,3682,4195491161237271030,Beihang University,China
1091,Author,['basics'],qNweIR4AAAAJ,AUTHOR_PROFILE_PAGE,Chenyang Qi,,HKUST,['Computer Vision'],@connect.ust.hk,https://chenyangqiqi.github.io/,92,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
1092,Author,['basics'],C_QXDzoAAAAJ,AUTHOR_PROFILE_PAGE,Minlan Yu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=C_QXDzoAAAAJ&citpid=1,Harvard University,"['Networking', 'Systems', 'Cloud Computing']",@g.harvard.edu,http://minlanyu.seas.harvard.edu/,11875,1896398670060433590,Harvard University,USA
1093,Author,['basics'],57tbIMkAAAAJ,AUTHOR_PROFILE_PAGE,Yili Gong,,Wuhan University,['Distributed Computing'],@whu.edu.cn,,271,5183021838615386716,Wuhan University,China
1094,Author,['basics'],IxrYJ6EAAAAJ,AUTHOR_PROFILE_PAGE,Changlong Yu,,HKUST,"['Natural Language Processing', 'Semantics', 'Commonsense']",@cse.ust.hk,,270,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
1095,Author,['basics'],S7D5ygcAAAAJ,AUTHOR_PROFILE_PAGE,Hongbo Fu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=S7D5ygcAAAAJ&citpid=3,"Professor, School of Creative Media, City University of Hong Kong","['computer graphics', 'human computer interaction', 'computer vision']",@cityu.edu.hk,http://sweb.cityu.edu.hk/hongbofu,6416,6442500540992846260,City University of Hong Kong,Hong Kong
1096,Author,['basics'],kjiwE6IAAAAJ,AUTHOR_PROFILE_PAGE,Mo Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kjiwE6IAAAAJ&citpid=9,"ACM Distinguished Member, IEEE Fellow, Professor, Hong Kong University of Science and Technology","['systems', 'networking', 'sensing', 'wireless', 'mobile']",@cse.ust.hk,http://home.cse.ust.hk/~lim/,11603,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
1097,Author,['basics'],t_AzcmUAAAAJ,AUTHOR_PROFILE_PAGE,Gabriel Ghinita,,University of Massachusetts Boston,['Data Security and Privacy'],@umb.edu,,6845,12456219456152755158,University of Massachusetts Boston,USA
1098,Author,['basics'],Eppy6nQAAAAJ,AUTHOR_PROFILE_PAGE,Rui Meng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Eppy6nQAAAAJ&citpid=1,"Assistant Professor, BNU-HKBU UIC","['database', 'data mining', 'knowledge graph']",@uic.edu.cn,,159,,,
1099,Author,['basics'],W2XJUmUAAAAJ,AUTHOR_PROFILE_PAGE,Kun Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=W2XJUmUAAAAJ&citpid=2,Tsinghua University,"['Computer Graphics', 'Image Editing', 'Rendering']",@tsinghua.edu.cn,http://cg.cs.tsinghua.edu.cn/people/~kun/,1922,15442380624744264287,Tsinghua University,China
1100,Author,['basics'],RigrYkcAAAAJ,AUTHOR_PROFILE_PAGE,"Mohsen Guizani, FIEEE",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RigrYkcAAAAJ&citpid=2,Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI),"['Internet of Things', 'Applied AI/ML and Cybersecurity']",@mbzuai.ac.ae,,65569,,,
1101,Author,['basics'],XMx1p_QAAAAJ,AUTHOR_PROFILE_PAGE,Esha Ghosh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XMx1p_QAAAAJ&citpid=2,Microsoft Research,[],@microsoft.com,,522,,,
1102,Author,['basics'],_bczzQUAAAAJ,AUTHOR_PROFILE_PAGE,Fei Dai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_bczzQUAAAAJ&citpid=7,"Associate Professor of Civil Engineering, West Virginia University","['Automated Construction', 'Infrastructure Informatics', 'Safety and Health']",@mail.wvu.edu,https://feidai.faculty.wvu.edu/,2333,4973503725159755703,West Virginia University,USA
1103,Author,['basics'],j88o8jQAAAAJ,AUTHOR_PROFILE_PAGE,Yi Zhen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=j88o8jQAAAAJ&citpid=13,LinkedIn,"['Machine learning', 'Data Mining']",@linkedin.com,,1085,16256482225805349330,LinkedIn Corporation,USA
1104,Author,['basics'],OSBfM5sAAAAJ,AUTHOR_PROFILE_PAGE,ZHIYUN QIAN,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OSBfM5sAAAAJ&citpid=1,"University of California, Riverside","['Cyber-security', 'systems/networking', 'mobile']",@cs.ucr.edu,http://www.cs.ucr.edu/~zhiyunq,5558,9458886787299642237,"University of California, Riverside",USA
1105,Author,['basics'],MTZ0l60AAAAJ,AUTHOR_PROFILE_PAGE,Martin Pinzger,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MTZ0l60AAAAJ&citpid=5,"Professor of Software Engineering, Universität Klagenfurt, Austria","['Software Engineering', 'Software Evolution', 'Mining Software Repositories', 'Program Analysis', 'Software Visualization']",@aau.at,https://pinzger.github.io/,8025,5659432278539503543,Alpen-Adria-Universität Klagenfurt,Austria
1106,Author,['basics'],sTfJNSIAAAAJ,AUTHOR_PROFILE_PAGE,Kai Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sTfJNSIAAAAJ&citpid=6,University of Nottingham,"['Data Visualisation', 'Machine Learning', 'Human-AI Collaboration', 'Provenance', 'Sensemaking']",@nottingham.ac.uk,https://kaixu.me/,1376,14625395082741453309,University of Nottingham,UK
1107,Author,['basics'],JxvdmeQAAAAJ,AUTHOR_PROFILE_PAGE,Dongsheng Li 李东升,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JxvdmeQAAAAJ&citpid=2,"Professor, Department of Materials Science and Engineering, Zhejiang University","['synthesize and application of plasmonic microstructure', 'Raman and Luminescence', 'silicon photonics']",,,47613,,,
1108,Author,['basics'],oAtNHc4AAAAJ,AUTHOR_PROFILE_PAGE,Ali Ahmadi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oAtNHc4AAAAJ&citpid=1,"PhD Student, Univeristy of Maryland","['Algorithms', 'Graph Theory', 'Theoretical Computer Science']",@cs.umd.edu,,8,2387997698019310735,University of Maryland,USA
1109,Author,['basics'],TIVMwT4AAAAJ,AUTHOR_PROFILE_PAGE,Helena Mitasova,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TIVMwT4AAAAJ&citpid=2,"Professor,  North Carolina State University","['topographic analysis', 'spatial interpolation', 'tangible user interface', 'erosion processes', 'Open source GIS']",@ncsu.edu,https://geospatial.ncsu.edu/osgeorel/index.html,10882,10647484179597991516,North Carolina State University,USA
1110,Author,['basics'],_X5RRJ8AAAAJ,AUTHOR_PROFILE_PAGE,Mung Chiang,,Purdue University,[],@purdue.edu,,33459,9642744976452465328,Purdue University,USA
1111,Author,['basics'],MfRyoLMAAAAJ,AUTHOR_PROFILE_PAGE,Amuda James Abu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MfRyoLMAAAAJ&citpid=2,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology",['Computer Networking'],@cse.ust.hk,http://sites.google.com/site/amudajames/,195,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
1112,Author,['basics'],mlUYzYcAAAAJ,AUTHOR_PROFILE_PAGE,Jianping Pan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mlUYzYcAAAAJ&citpid=1,University of Victoria,['computer networks'],@uvic.ca,http://web.uvic.ca/~pan,8211,12631598504649891145,University of Victoria,Canada
